,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
790,33.0,No,,654.0,Research & Development,5.0,3.0,Life Sciences,1.0,1099.0,4.0,Male,,2.0,3.0,Healthcare Representative,4.0,,7119.0,21214.0,4.0,Y,,15.0,3.0,3.0,80.0,1.0,,2.0,3.0,3.0,2.0,,2.0
791,35.0,Yes,Travel_Rarely,1204.0,Sales,4.0,,,1.0,1100.0,4.0,Male,86.0,,,Sales Executive,1.0,Single,9582.0,10333.0,0.0,Y,Yes,,4.0,1.0,80.0,0.0,9.0,2.0,3.0,8.0,7.0,,7.0
792,33.0,Yes,,827.0,Research & Development,29.0,4.0,Medical,1.0,1101.0,1.0,Female,54.0,2.0,2.0,Research Scientist,3.0,Single,,3129.0,1.0,Y,No,22.0,4.0,2.0,80.0,,14.0,4.0,3.0,13.0,7.0,3.0,8.0
793,28.0,No,Travel_Rarely,,Research & Development,,2.0,Life Sciences,1.0,,,Male,,,1.0,,,Divorced,2207.0,22482.0,1.0,Y,,16.0,3.0,4.0,80.0,1.0,4.0,5.0,2.0,4.0,,2.0,2.0
794,34.0,No,,618.0,Research & Development,3.0,1.0,,1.0,,1.0,Male,45.0,3.0,,Healthcare Representative,,Single,,22266.0,,Y,No,17.0,3.0,3.0,80.0,,,1.0,2.0,,,,4.0
795,37.0,No,Travel_Rarely,309.0,Sales,10.0,4.0,Life Sciences,1.0,1105.0,4.0,Female,88.0,2.0,2.0,,4.0,Divorced,6694.0,,2.0,Y,Yes,14.0,3.0,3.0,,3.0,,5.0,,1.0,,0.0,
796,,Yes,Travel_Rarely,1219.0,Research & Development,4.0,1.0,Technical Degree,,1106.0,4.0,Male,32.0,3.0,1.0,Laboratory Technician,4.0,Married,3691.0,,1.0,Y,,15.0,3.0,2.0,80.0,1.0,7.0,3.0,4.0,7.0,7.0,5.0,6.0
797,,Yes,Travel_Rarely,1330.0,,21.0,3.0,Medical,,,,Male,37.0,3.0,1.0,Laboratory Technician,3.0,,,19373.0,1.0,Y,No,20.0,4.0,3.0,80.0,1.0,1.0,0.0,2.0,1.0,,,
798,33.0,Yes,Travel_Rarely,1017.0,Research & Development,25.0,3.0,Medical,1.0,1108.0,1.0,Male,,2.0,1.0,Research Scientist,2.0,Single,,2993.0,4.0,Y,Yes,20.0,4.0,2.0,,0.0,5.0,0.0,3.0,,2.0,2.0,2.0
799,42.0,No,Travel_Rarely,,Research & Development,2.0,2.0,Medical,1.0,,4.0,Male,35.0,3.0,4.0,Manager,1.0,Married,17665.0,,0.0,Y,No,,,4.0,80.0,1.0,,3.0,3.0,22.0,6.0,13.0,7.0
800,28.0,Yes,Travel_Frequently,1009.0,Research & Development,1.0,3.0,Medical,1.0,1111.0,,,45.0,,1.0,,2.0,,2596.0,7160.0,1.0,Y,No,15.0,3.0,,80.0,2.0,,2.0,3.0,1.0,0.0,0.0,0.0
801,,Yes,Travel_Frequently,,Sales,1.0,,Other,,1113.0,4.0,,81.0,3.0,2.0,Sales Executive,3.0,Single,4728.0,17251.0,3.0,Y,Yes,14.0,3.0,4.0,80.0,0.0,,4.0,3.0,0.0,0.0,0.0,0.0
802,33.0,No,Travel_Frequently,,,7.0,3.0,Life Sciences,1.0,1114.0,4.0,,30.0,3.0,2.0,Sales Executive,2.0,Married,4302.0,13401.0,,Y,No,17.0,3.0,3.0,80.0,1.0,4.0,3.0,,3.0,2.0,0.0,2.0
803,34.0,No,Non-Travel,697.0,Research & Development,3.0,4.0,Life Sciences,1.0,1115.0,3.0,Male,40.0,2.0,,,4.0,Married,2979.0,22478.0,,Y,,17.0,3.0,4.0,,3.0,6.0,2.0,3.0,,0.0,0.0,
804,48.0,No,Non-Travel,1262.0,Research & Development,1.0,4.0,Medical,1.0,,1.0,Male,,4.0,,Manager,4.0,Single,16885.0,16154.0,2.0,Y,No,22.0,,3.0,80.0,0.0,27.0,,2.0,,4.0,2.0,1.0
805,,No,Non-Travel,1050.0,Sales,9.0,4.0,Life Sciences,1.0,1117.0,,,65.0,2.0,2.0,,,Married,,17970.0,1.0,Y,,13.0,3.0,4.0,80.0,1.0,15.0,2.0,3.0,,10.0,,12.0
806,52.0,No,Travel_Rarely,994.0,Research & Development,7.0,4.0,Life Sciences,1.0,1118.0,2.0,Male,87.0,3.0,3.0,,2.0,Single,10445.0,15322.0,7.0,Y,No,19.0,,4.0,80.0,0.0,18.0,4.0,,8.0,6.0,,0.0
807,38.0,No,Travel_Rarely,770.0,Sales,10.0,4.0,Marketing,1.0,1119.0,3.0,Male,73.0,2.0,3.0,Sales Executive,3.0,Divorced,,5569.0,,Y,,14.0,3.0,,80.0,,9.0,2.0,3.0,8.0,7.0,2.0,7.0
808,29.0,No,Travel_Rarely,1107.0,Research & Development,28.0,4.0,Life Sciences,,1120.0,3.0,Female,,3.0,1.0,Research Scientist,,Divorced,2514.0,26968.0,4.0,Y,No,,,1.0,80.0,1.0,11.0,,3.0,,,1.0,7.0
809,28.0,No,Travel_Rarely,,Research & Development,3.0,3.0,Medical,1.0,1121.0,,Female,93.0,3.0,,Manufacturing Director,,Divorced,7655.0,8039.0,0.0,Y,No,17.0,3.0,,,,10.0,3.0,2.0,9.0,7.0,1.0,7.0
810,46.0,No,Travel_Rarely,406.0,Sales,3.0,1.0,Marketing,,1124.0,1.0,Male,52.0,3.0,4.0,Manager,3.0,Married,17465.0,15596.0,3.0,Y,No,,3.0,,80.0,1.0,23.0,3.0,,,9.0,4.0,
811,38.0,No,Travel_Rarely,130.0,,2.0,2.0,Marketing,,,,,32.0,3.0,3.0,Sales Executive,2.0,,,20619.0,,Y,No,16.0,3.0,3.0,80.0,0.0,,2.0,3.0,1.0,0.0,0.0,0.0
812,43.0,No,Travel_Frequently,1082.0,,27.0,3.0,Life Sciences,1.0,1126.0,3.0,Female,83.0,,,Manufacturing Director,1.0,Married,10820.0,11535.0,,Y,No,11.0,3.0,3.0,80.0,1.0,18.0,,3.0,,7.0,0.0,1.0
813,39.0,Yes,Travel_Frequently,203.0,Research & Development,2.0,3.0,Life Sciences,,1127.0,1.0,Male,84.0,3.0,4.0,Healthcare Representative,4.0,Divorced,12169.0,13547.0,,Y,No,11.0,3.0,4.0,80.0,,21.0,4.0,3.0,18.0,7.0,11.0,
814,40.0,No,,1308.0,,14.0,3.0,Medical,1.0,1128.0,3.0,Male,44.0,2.0,,Research Director,3.0,Single,19626.0,,1.0,Y,No,14.0,3.0,1.0,,,,2.0,4.0,20.0,7.0,,9.0
815,21.0,No,,984.0,Research & Development,1.0,,Technical Degree,1.0,1131.0,4.0,Female,70.0,2.0,,Research Scientist,2.0,Single,2070.0,25326.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,0.0,2.0,6.0,,2.0,2.0,2.0,2.0
816,39.0,No,Non-Travel,439.0,,9.0,3.0,Life Sciences,1.0,1132.0,,Male,70.0,3.0,,Laboratory Technician,2.0,Single,6782.0,,9.0,Y,No,15.0,,3.0,,0.0,,2.0,2.0,5.0,,0.0,3.0
817,36.0,No,,217.0,Research & Development,,,Life Sciences,1.0,1133.0,1.0,Male,78.0,3.0,,Manufacturing Director,4.0,Single,7779.0,23238.0,,Y,No,20.0,4.0,1.0,80.0,0.0,18.0,0.0,3.0,,9.0,0.0,9.0
818,31.0,No,Travel_Frequently,793.0,Sales,20.0,3.0,Life Sciences,,,,Male,,,1.0,Sales Representative,,Married,2791.0,21981.0,,Y,No,12.0,3.0,1.0,,1.0,3.0,4.0,3.0,2.0,2.0,2.0,
819,28.0,No,Travel_Rarely,1451.0,Research & Development,2.0,1.0,Life Sciences,1.0,1136.0,1.0,,67.0,2.0,1.0,Research Scientist,2.0,,3201.0,19911.0,0.0,Y,No,17.0,3.0,,80.0,,,2.0,,,3.0,0.0,4.0
820,35.0,No,Travel_Frequently,,,11.0,2.0,Marketing,1.0,1137.0,,Male,54.0,3.0,2.0,Sales Executive,4.0,Divorced,,18500.0,,Y,No,11.0,3.0,4.0,80.0,1.0,5.0,3.0,3.0,5.0,2.0,,
821,49.0,No,Travel_Rarely,174.0,Sales,8.0,4.0,Technical Degree,1.0,1138.0,4.0,Male,56.0,2.0,4.0,,2.0,Married,13120.0,11879.0,6.0,,No,,,2.0,80.0,1.0,22.0,3.0,,9.0,8.0,2.0,3.0
822,34.0,No,Travel_Frequently,1003.0,Research & Development,2.0,2.0,Life Sciences,,1140.0,4.0,Male,,3.0,,Manufacturing Director,,Single,,15834.0,2.0,Y,No,11.0,3.0,4.0,,,5.0,,2.0,3.0,2.0,,2.0
823,,No,Travel_Frequently,490.0,Research & Development,10.0,3.0,Life Sciences,1.0,1143.0,4.0,Female,61.0,3.0,1.0,Research Scientist,2.0,Divorced,3291.0,17940.0,0.0,,,14.0,3.0,,80.0,,8.0,2.0,2.0,7.0,5.0,1.0,
824,42.0,No,Travel_Rarely,188.0,Research & Development,29.0,3.0,Medical,,1148.0,2.0,Male,56.0,,2.0,Laboratory Technician,4.0,Single,4272.0,9558.0,4.0,Y,,19.0,,1.0,80.0,0.0,,,3.0,1.0,0.0,0.0,0.0
825,29.0,No,Travel_Rarely,718.0,Research & Development,8.0,,Medical,1.0,,2.0,Male,,,2.0,Manufacturing Director,4.0,Married,5056.0,17689.0,1.0,Y,Yes,15.0,3.0,3.0,80.0,,10.0,,2.0,10.0,7.0,1.0,2.0
826,38.0,No,Travel_Rarely,433.0,Human Resources,1.0,3.0,,1.0,1152.0,,Male,37.0,4.0,,,3.0,,2844.0,6004.0,1.0,,No,13.0,3.0,4.0,80.0,1.0,7.0,2.0,,7.0,,,0.0
827,28.0,No,Travel_Frequently,773.0,Research & Development,,3.0,Life Sciences,1.0,,3.0,,39.0,2.0,1.0,Research Scientist,,Divorced,2703.0,22088.0,1.0,Y,,,3.0,,80.0,,3.0,,,3.0,,0.0,2.0
828,,Yes,Non-Travel,247.0,Research & Development,8.0,1.0,Medical,1.0,1156.0,3.0,Male,80.0,3.0,1.0,Laboratory Technician,3.0,Single,1904.0,13556.0,,Y,No,12.0,,4.0,,0.0,0.0,0.0,3.0,0.0,0.0,,0.0
829,,Yes,Travel_Rarely,,,9.0,4.0,Marketing,,1157.0,1.0,Female,77.0,,2.0,Sales Executive,1.0,,,18385.0,0.0,Y,Yes,17.0,,1.0,80.0,,6.0,3.0,3.0,,2.0,0.0,3.0
830,41.0,No,Travel_Rarely,167.0,Research & Development,12.0,4.0,,1.0,1158.0,2.0,Male,46.0,3.0,1.0,Laboratory Technician,,Married,,9051.0,3.0,,,11.0,,1.0,,1.0,6.0,,3.0,,0.0,0.0,0.0
831,,Yes,Travel_Frequently,874.0,,15.0,3.0,Medical,1.0,1160.0,3.0,Male,72.0,3.0,,Laboratory Technician,3.0,Married,2610.0,,1.0,Y,No,12.0,3.0,3.0,80.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0
832,,No,Travel_Rarely,,Research & Development,25.0,2.0,Medical,1.0,,3.0,Female,52.0,2.0,2.0,Healthcare Representative,4.0,Divorced,5731.0,17171.0,7.0,Y,No,13.0,3.0,3.0,80.0,,,2.0,3.0,6.0,2.0,1.0,3.0
833,27.0,No,Travel_Rarely,199.0,Research & Development,6.0,3.0,Life Sciences,1.0,,4.0,Male,55.0,2.0,,Research Scientist,,Married,2539.0,7950.0,1.0,Y,No,13.0,3.0,,80.0,1.0,4.0,0.0,3.0,4.0,2.0,,2.0
834,,No,Travel_Rarely,1400.0,Sales,9.0,1.0,Life Sciences,1.0,,2.0,Female,70.0,,,Sales Executive,3.0,Married,5714.0,5829.0,1.0,Y,No,,4.0,1.0,,0.0,,3.0,2.0,6.0,5.0,1.0,3.0
835,35.0,No,Travel_Rarely,,Human Resources,8.0,4.0,Technical Degree,,1164.0,3.0,,100.0,3.0,1.0,Human Resources,3.0,Single,4323.0,,1.0,,No,17.0,3.0,2.0,80.0,0.0,6.0,,1.0,,4.0,1.0,4.0
836,29.0,Yes,Travel_Rarely,,,23.0,,Life Sciences,1.0,1165.0,4.0,Female,45.0,2.0,3.0,,1.0,Married,7336.0,11162.0,,Y,,13.0,3.0,1.0,80.0,1.0,11.0,3.0,1.0,11.0,8.0,3.0,10.0
837,40.0,No,Travel_Frequently,593.0,Research & Development,9.0,,Medical,1.0,,2.0,Female,88.0,3.0,3.0,Research Director,,Single,13499.0,13782.0,9.0,Y,No,17.0,3.0,3.0,80.0,,20.0,,,18.0,7.0,2.0,
838,,Yes,Travel_Frequently,,,12.0,,Life Sciences,,1167.0,,Male,44.0,3.0,,Sales Executive,1.0,Single,13758.0,2447.0,,Y,Yes,12.0,3.0,,,0.0,22.0,2.0,2.0,21.0,9.0,13.0,14.0
839,42.0,No,Travel_Rarely,647.0,,4.0,,,1.0,1171.0,2.0,,45.0,,2.0,,1.0,Single,,2253.0,7.0,Y,No,13.0,3.0,4.0,80.0,0.0,9.0,3.0,,6.0,4.0,1.0,5.0
840,35.0,No,,982.0,Research & Development,1.0,,Medical,,1172.0,4.0,Male,58.0,2.0,1.0,,,Married,2258.0,,,Y,No,12.0,,2.0,,1.0,10.0,,3.0,,0.0,1.0,7.0
841,,No,Travel_Rarely,477.0,Research & Development,24.0,3.0,,1.0,1173.0,4.0,,49.0,3.0,1.0,Laboratory Technician,2.0,Single,3597.0,6409.0,8.0,Y,No,22.0,,4.0,80.0,0.0,6.0,2.0,,4.0,,1.0,
842,28.0,Yes,Travel_Rarely,1485.0,,12.0,1.0,,,,3.0,Female,79.0,3.0,1.0,Laboratory Technician,4.0,Married,2515.0,22955.0,1.0,Y,Yes,,3.0,,80.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0
843,,No,Travel_Rarely,1384.0,Research & Development,3.0,4.0,Medical,,1177.0,1.0,Male,,,1.0,Laboratory Technician,4.0,Married,,13421.0,1.0,Y,No,,4.0,2.0,,1.0,8.0,,,8.0,7.0,0.0,7.0
844,30.0,No,Travel_Rarely,,Sales,10.0,3.0,Marketing,1.0,1179.0,3.0,Male,,2.0,2.0,Sales Executive,3.0,,6578.0,2706.0,1.0,Y,No,18.0,3.0,1.0,80.0,1.0,10.0,3.0,3.0,10.0,3.0,,
845,40.0,No,Travel_Frequently,,Research & Development,,,Medical,1.0,1180.0,3.0,Female,92.0,2.0,2.0,Research Scientist,,Married,,21203.0,,Y,,13.0,3.0,4.0,80.0,1.0,16.0,3.0,1.0,,1.0,0.0,
846,35.0,No,Travel_Rarely,819.0,Research & Development,2.0,,Life Sciences,,1182.0,3.0,,44.0,2.0,3.0,,2.0,,10274.0,19588.0,2.0,Y,No,18.0,,2.0,80.0,1.0,15.0,,4.0,,7.0,6.0,4.0
847,34.0,No,Travel_Frequently,669.0,Research & Development,1.0,3.0,Medical,1.0,1184.0,,Male,97.0,2.0,2.0,Healthcare Representative,1.0,Single,5343.0,25755.0,0.0,Y,,20.0,,3.0,80.0,0.0,,3.0,3.0,,9.0,4.0,9.0
848,,No,Travel_Frequently,636.0,Research & Development,4.0,4.0,Other,,1185.0,,,,2.0,1.0,Laboratory Technician,4.0,Married,2376.0,26537.0,1.0,Y,No,13.0,3.0,2.0,80.0,1.0,,,4.0,2.0,,2.0,2.0
849,43.0,Yes,Travel_Rarely,1372.0,Sales,9.0,3.0,Marketing,1.0,1188.0,1.0,Female,85.0,1.0,2.0,Sales Executive,3.0,,,9489.0,8.0,,No,13.0,3.0,,80.0,,7.0,,,4.0,3.0,1.0,3.0
850,32.0,No,Non-Travel,,Sales,2.0,1.0,Life Sciences,1.0,1190.0,3.0,Female,76.0,3.0,,Sales Representative,,Divorced,,,1.0,Y,No,12.0,,,80.0,3.0,1.0,3.0,3.0,1.0,0.0,,0.0
851,56.0,No,Travel_Rarely,718.0,Research & Development,4.0,4.0,Technical Degree,1.0,1191.0,,Female,92.0,3.0,,Manager,1.0,Divorced,,18575.0,4.0,Y,No,13.0,3.0,4.0,80.0,1.0,28.0,2.0,3.0,5.0,2.0,4.0,2.0
852,29.0,No,Travel_Rarely,1401.0,Research & Development,6.0,1.0,Medical,,,2.0,Female,54.0,,1.0,Laboratory Technician,4.0,Married,3131.0,26342.0,1.0,Y,No,13.0,3.0,1.0,,,10.0,5.0,3.0,,8.0,0.0,8.0
853,19.0,No,Travel_Rarely,645.0,Research & Development,9.0,,Life Sciences,1.0,,,Male,54.0,3.0,1.0,Research Scientist,1.0,,2552.0,7172.0,1.0,Y,No,25.0,4.0,3.0,80.0,0.0,,4.0,3.0,1.0,1.0,0.0,0.0
854,45.0,No,Travel_Rarely,1457.0,Research & Development,7.0,3.0,Medical,1.0,1195.0,1.0,,83.0,3.0,1.0,Research Scientist,3.0,Married,4477.0,20100.0,4.0,Y,Yes,19.0,3.0,3.0,,1.0,7.0,2.0,2.0,3.0,2.0,0.0,
855,37.0,No,Travel_Rarely,977.0,Research & Development,1.0,3.0,Life Sciences,1.0,1196.0,4.0,Female,56.0,2.0,2.0,Manufacturing Director,,,6474.0,9961.0,1.0,Y,,13.0,,2.0,80.0,,14.0,,2.0,14.0,8.0,3.0,11.0
856,20.0,No,,805.0,Research & Development,3.0,3.0,Life Sciences,1.0,,,Male,87.0,2.0,1.0,Laboratory Technician,3.0,Single,,12828.0,1.0,Y,No,,3.0,1.0,,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
857,44.0,Yes,,1097.0,Research & Development,10.0,4.0,Life Sciences,1.0,,3.0,Male,96.0,3.0,1.0,Research Scientist,3.0,Single,2936.0,10826.0,,Y,Yes,11.0,3.0,3.0,,0.0,6.0,4.0,,6.0,,0.0,2.0
858,53.0,No,Travel_Rarely,,Research & Development,7.0,2.0,Medical,,1201.0,4.0,Female,50.0,,5.0,,3.0,Divorced,18606.0,18640.0,,Y,No,18.0,,2.0,80.0,1.0,26.0,6.0,3.0,7.0,7.0,4.0,7.0
859,29.0,No,,942.0,,,1.0,Life Sciences,1.0,1202.0,2.0,Female,69.0,,1.0,,4.0,,,26933.0,,,Yes,18.0,3.0,1.0,,,,,2.0,5.0,4.0,1.0,3.0
860,22.0,Yes,Travel_Frequently,1256.0,Research & Development,3.0,4.0,Life Sciences,,1203.0,3.0,Male,48.0,2.0,1.0,Research Scientist,4.0,,2853.0,4223.0,0.0,Y,Yes,11.0,3.0,,80.0,1.0,,5.0,3.0,0.0,0.0,,0.0
861,46.0,No,Travel_Rarely,1402.0,Sales,,3.0,Marketing,1.0,1204.0,3.0,Female,69.0,3.0,4.0,Manager,1.0,Married,17048.0,24097.0,8.0,,,23.0,4.0,1.0,80.0,0.0,28.0,2.0,3.0,26.0,,15.0,9.0
862,44.0,No,Non-Travel,111.0,Research & Development,,3.0,Life Sciences,,1206.0,4.0,Male,74.0,1.0,1.0,Research Scientist,3.0,Single,,4279.0,2.0,,No,13.0,3.0,4.0,80.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0
863,33.0,No,,147.0,Human Resources,2.0,,Human Resources,1.0,1207.0,2.0,,99.0,3.0,1.0,,3.0,Married,3600.0,8429.0,1.0,Y,,13.0,3.0,4.0,80.0,1.0,5.0,2.0,3.0,5.0,,1.0,
864,,Yes,Non-Travel,906.0,Research & Development,5.0,2.0,Life Sciences,1.0,,1.0,,95.0,,,Research Scientist,1.0,Divorced,2107.0,20293.0,6.0,Y,No,,3.0,,80.0,,5.0,2.0,1.0,1.0,,0.0,
865,,No,Travel_Rarely,1329.0,Sales,29.0,4.0,,1.0,1211.0,3.0,Male,,3.0,2.0,Sales Executive,1.0,Divorced,4115.0,13192.0,8.0,Y,,19.0,,,80.0,,8.0,3.0,3.0,4.0,3.0,0.0,3.0
866,40.0,No,Travel_Frequently,1184.0,Sales,2.0,4.0,Medical,,1212.0,2.0,Male,62.0,,2.0,,2.0,Married,4327.0,25440.0,5.0,Y,No,12.0,3.0,4.0,80.0,3.0,,2.0,3.0,0.0,0.0,0.0,0.0
867,50.0,No,Travel_Frequently,1421.0,Research & Development,,3.0,Medical,1.0,1215.0,,Female,,,4.0,Manager,1.0,Married,17856.0,9490.0,2.0,Y,No,22.0,4.0,,80.0,1.0,32.0,,3.0,2.0,2.0,2.0,
868,28.0,No,Travel_Rarely,1179.0,Research & Development,19.0,4.0,Medical,1.0,1216.0,,,,2.0,1.0,,1.0,Married,3196.0,,1.0,,No,,3.0,,80.0,3.0,6.0,2.0,3.0,6.0,,3.0,3.0
869,46.0,No,Travel_Rarely,,Research & Development,,2.0,Life Sciences,1.0,1217.0,4.0,Male,52.0,3.0,5.0,Research Director,2.0,Married,19081.0,10849.0,5.0,Y,,11.0,3.0,1.0,80.0,,25.0,2.0,3.0,4.0,2.0,0.0,3.0
870,,No,Travel_Rarely,1361.0,Sales,17.0,4.0,Life Sciences,1.0,1218.0,3.0,Male,94.0,3.0,,Sales Executive,1.0,Married,8966.0,21026.0,3.0,Y,Yes,15.0,3.0,4.0,80.0,3.0,15.0,2.0,3.0,,7.0,1.0,7.0
871,24.0,Yes,Travel_Rarely,984.0,Research & Development,17.0,2.0,Life Sciences,,1219.0,4.0,Female,97.0,3.0,1.0,Laboratory Technician,2.0,Married,2210.0,3372.0,,,No,13.0,3.0,,,,1.0,3.0,1.0,1.0,,0.0,0.0
872,,No,Travel_Frequently,1146.0,Sales,25.0,3.0,Medical,1.0,1220.0,2.0,Female,82.0,3.0,2.0,Sales Executive,3.0,Married,4539.0,4905.0,1.0,Y,No,12.0,3.0,1.0,80.0,,10.0,3.0,2.0,10.0,7.0,0.0,1.0
873,36.0,No,Travel_Rarely,917.0,Research & Development,6.0,4.0,Life Sciences,1.0,1221.0,3.0,Male,60.0,,,Laboratory Technician,3.0,,2741.0,,1.0,,No,14.0,3.0,3.0,80.0,1.0,7.0,4.0,3.0,7.0,7.0,1.0,7.0
874,,No,Travel_Rarely,853.0,Research & Development,,4.0,,1.0,1224.0,3.0,,49.0,3.0,2.0,Laboratory Technician,3.0,Divorced,3491.0,11309.0,1.0,,No,13.0,3.0,1.0,,3.0,10.0,4.0,2.0,,7.0,8.0,9.0
875,44.0,No,Travel_Rarely,200.0,,29.0,4.0,Other,1.0,1225.0,4.0,Male,32.0,,2.0,Research Scientist,,,4541.0,7744.0,,Y,No,25.0,4.0,2.0,80.0,0.0,20.0,3.0,3.0,,11.0,13.0,
876,,No,Travel_Rarely,,Sales,21.0,3.0,Marketing,1.0,1226.0,3.0,Male,43.0,,1.0,Sales Representative,4.0,Single,2678.0,5050.0,1.0,Y,No,17.0,,4.0,80.0,,,2.0,3.0,2.0,1.0,2.0,
877,46.0,No,Travel_Rarely,150.0,Research & Development,,4.0,,,1228.0,4.0,Male,60.0,3.0,,,4.0,Divorced,7379.0,17433.0,2.0,Y,No,11.0,,,80.0,,12.0,,2.0,6.0,3.0,1.0,
878,42.0,No,Non-Travel,179.0,Human Resources,2.0,5.0,Medical,1.0,1231.0,4.0,Male,79.0,4.0,2.0,Human Resources,1.0,Married,,,7.0,,No,,3.0,1.0,80.0,1.0,10.0,,,4.0,3.0,0.0,3.0
879,60.0,No,Travel_Rarely,696.0,Sales,7.0,4.0,Marketing,1.0,,2.0,Male,52.0,4.0,,Sales Executive,,Divorced,,10893.0,0.0,Y,,18.0,3.0,2.0,80.0,,12.0,3.0,3.0,11.0,7.0,1.0,
880,32.0,No,Travel_Frequently,,,,3.0,Other,,,3.0,Female,77.0,2.0,1.0,Laboratory Technician,2.0,Married,,7331.0,,Y,No,20.0,4.0,3.0,80.0,1.0,2.0,2.0,3.0,,2.0,2.0,
881,32.0,No,Travel_Frequently,,Research & Development,2.0,2.0,,1.0,1235.0,,Female,,,2.0,Research Scientist,3.0,Single,4998.0,2338.0,4.0,Y,Yes,14.0,3.0,4.0,,0.0,,,3.0,8.0,7.0,0.0,7.0
882,36.0,No,Travel_Rarely,,,,3.0,Technical Degree,1.0,1237.0,3.0,Female,77.0,1.0,3.0,Manufacturing Director,1.0,Divorced,,4235.0,2.0,Y,Yes,21.0,4.0,,80.0,,17.0,2.0,3.0,7.0,,7.0,7.0
883,33.0,No,Travel_Rarely,117.0,,,3.0,,1.0,1238.0,1.0,,60.0,3.0,1.0,Research Scientist,4.0,,2781.0,6311.0,0.0,Y,No,13.0,3.0,2.0,80.0,1.0,,5.0,,14.0,10.0,4.0,10.0
884,40.0,No,,107.0,Sales,,3.0,,1.0,1239.0,2.0,Female,,2.0,,Sales Executive,2.0,Divorced,6852.0,11591.0,7.0,Y,No,12.0,3.0,,80.0,,,2.0,4.0,5.0,1.0,,3.0
885,25.0,No,,1356.0,Sales,10.0,,Life Sciences,1.0,1240.0,3.0,Male,,3.0,,Sales Executive,,Single,4950.0,20623.0,0.0,Y,No,14.0,3.0,2.0,80.0,0.0,5.0,4.0,3.0,4.0,3.0,1.0,1.0
886,,No,Travel_Rarely,1465.0,Research & Development,1.0,3.0,,1.0,1241.0,,Male,63.0,3.0,1.0,Research Scientist,2.0,Married,3579.0,9369.0,0.0,Y,Yes,21.0,,1.0,,1.0,12.0,2.0,3.0,,9.0,,
887,42.0,No,Travel_Frequently,458.0,Research & Development,26.0,5.0,Medical,,1242.0,1.0,Female,60.0,3.0,3.0,,1.0,Married,13191.0,,3.0,Y,Yes,17.0,3.0,,80.0,0.0,20.0,6.0,3.0,1.0,0.0,0.0,0.0
888,35.0,No,Non-Travel,1212.0,Sales,8.0,2.0,Marketing,1.0,1243.0,3.0,Female,78.0,2.0,3.0,Sales Executive,4.0,,10377.0,13755.0,4.0,Y,Yes,11.0,3.0,2.0,80.0,1.0,16.0,6.0,,13.0,2.0,4.0,12.0
889,27.0,No,,,Research & Development,,3.0,Life Sciences,,,1.0,Male,42.0,3.0,,Research Scientist,1.0,Married,,,1.0,Y,,14.0,3.0,4.0,80.0,2.0,9.0,3.0,2.0,9.0,,6.0,8.0
890,54.0,No,Travel_Frequently,966.0,Research & Development,1.0,4.0,Life Sciences,1.0,,4.0,,53.0,,3.0,Manufacturing Director,3.0,Divorced,10502.0,9659.0,7.0,Y,No,,3.0,1.0,80.0,,33.0,2.0,1.0,5.0,,,4.0
891,44.0,No,Travel_Rarely,1117.0,Research & Development,2.0,,Life Sciences,1.0,1246.0,1.0,,,4.0,,,4.0,,,19982.0,1.0,,,13.0,3.0,4.0,,1.0,10.0,5.0,3.0,,5.0,7.0,7.0
892,19.0,Yes,Non-Travel,,,10.0,3.0,Medical,1.0,1248.0,1.0,Female,,2.0,1.0,Research Scientist,2.0,,,6148.0,1.0,Y,Yes,25.0,4.0,2.0,,0.0,1.0,,4.0,1.0,,,0.0
893,29.0,No,Travel_Rarely,1010.0,Research & Development,1.0,3.0,Life Sciences,1.0,1249.0,,Female,97.0,,1.0,,,Divorced,3760.0,5598.0,1.0,Y,,,3.0,1.0,80.0,3.0,3.0,5.0,3.0,,,,2.0
894,54.0,No,Travel_Rarely,685.0,Research & Development,3.0,,Life Sciences,1.0,1250.0,,,,3.0,4.0,Research Director,4.0,Married,17779.0,23474.0,,Y,No,14.0,3.0,1.0,80.0,0.0,36.0,2.0,,10.0,9.0,0.0,9.0
895,31.0,No,,1332.0,,11.0,2.0,,1.0,1251.0,3.0,Male,80.0,3.0,,Healthcare Representative,1.0,,6833.0,,1.0,Y,,12.0,3.0,4.0,80.0,,6.0,2.0,2.0,6.0,5.0,0.0,
